Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
TOP3B	0	0	1	0	0	0	0	1	1	1
TPSD1	0	0	1	0	0	0	0	1	1	1
TPTE	0	0	1	0	0	0	0	1	1	1
TPTE2	0	0	1	0	0	0	0	1	1	1
TRAF2	0	0	1	0	0	0	0	1	1	1
TRAK2	0	0	1	0	0	0	0	1	1	1
TRAPPC10	0	0	1	0	0	0	0	1	1	1
TRAV20	0	0	1	0	0	0	0	1	1	1
TRAV24	0	0	1	0	0	0	0	1	1	1
TRBV20-1	0	0	1	0	0	0	0	1	1	1
TRBV23-1	0	0	1	0	0	0	0	1	1	1
TRBV5-7	0	0	1	0	0	0	0	1	1	1
TRGV2	0	0	1	0	0	0	0	1	1	1
TRHR	0	0	0	1	0	0	0	1	1	1
TRMT10C	1	0	0	0	0	0	0	1	1	1
TRMT44	0	0	1	0	0	0	0	1	1	1
TRRAP	0	0	1	0	0	0	0	1	1	1
TSHR	0	0	1	0	0	0	0	1	1	1
TSTD2	0	0	1	0	0	0	0	1	1	1
TTC3	0	1	0	0	0	0	0	1	1	1
TTC30A	0	1	0	0	0	0	0	1	1	1
TTC30B	0	0	1	0	0	0	0	1	1	1
TTK	0	0	1	0	0	0	0	1	1	1
TTLL7	0	0	1	0	0	0	0	1	1	1
TUBB8	0	0	1	0	0	0	0	1	1	1
TUBGCP2	0	1	0	0	0	0	0	1	1	1
TXLNG	1	0	0	0	0	0	0	1	1	1
UACA	0	0	1	0	0	0	0	1	1	1
UBC	0	0	1	0	0	0	0	1	1	1
UBR3	0	0	1	0	0	0	0	1	1	1
UGT2B11	0	0	1	0	0	0	0	1	1	1
UHRF1BP1L	0	0	1	0	0	0	0	1	1	1
UNC45B	0	0	1	0	0	0	0	1	1	1
USP12	0	0	1	0	0	0	0	1	1	1
USP51	0	0	1	0	0	0	0	1	1	1
USPL1	0	0	1	0	0	0	0	1	1	1
UVRAG	0	1	0	0	0	0	0	1	1	1
VCX3B	0	0	1	0	0	0	0	1	1	1
VPS13B	1	0	0	0	0	0	0	1	1	1
VPS53	0	0	1	0	0	0	0	1	1	1
VPS54	1	0	0	0	0	0	0	1	1	1
VWA3A	0	0	1	0	0	0	0	1	1	1
VWF	0	0	1	0	0	0	0	1	1	1
WASF2	0	0	1	0	0	0	0	1	1	1
WDR33	0	0	1	0	0	0	0	1	1	1
WDR87	0	0	1	0	0	0	0	1	1	1
WNK4	0	0	1	0	0	0	0	1	1	1
XIRP2	0	0	1	0	0	0	0	1	1	1
YLPM1	0	0	0	1	0	0	0	1	1	1
ZAN	0	0	1	0	0	0	0	1	1	1
ZBTB26	0	0	1	0	0	0	0	1	1	1
ZBTB33	0	0	1	0	0	0	0	1	1	1
ZCCHC2	0	0	1	0	0	0	0	1	1	1
ZKSCAN2	0	0	1	0	0	0	0	1	1	1
ZNF10	0	0	1	0	0	0	0	1	1	1
ZNF195	0	0	1	0	0	0	0	1	1	1
ZNF208	0	0	1	0	0	0	0	1	1	1
ZNF217	0	1	0	0	0	0	0	1	1	1
ZNF285	0	0	0	1	0	0	0	1	1	1
ZNF292	0	0	1	0	0	0	0	1	1	1
ZNF300	0	0	1	0	0	0	0	1	1	1
ZNF443	0	0	1	0	0	0	0	1	1	1
ZNF460	0	0	1	0	0	0	0	1	1	1
ZNF493	0	0	1	0	0	0	0	1	1	1
ZNF527	0	0	1	0	0	0	0	1	1	1
ZNF555	0	1	0	0	0	0	0	1	1	1
ZNF600	0	0	1	0	0	0	0	1	1	1
ZNF608	0	0	1	0	0	0	0	1	1	1
ZNF687	0	0	1	0	0	0	0	1	1	1
ZNF701	0	0	1	0	0	0	0	1	1	1
ZNF746	0	0	1	0	0	0	0	1	1	1
ZNF75A	0	0	1	0	0	0	0	1	1	1
ZNF777	1	0	0	0	0	0	0	1	1	1
ZNF778	0	0	1	0	0	0	0	1	1	1
ZNF808	0	0	1	0	0	0	0	1	1	1
